ticker,count,min,max,median,mean,std
AABA,22,0.911,1.0,1.0,0.994,0.02
AACG,140,0.012,0.468,0.151,0.161,0.079
AAL,194,0.569,1.0,1.0,0.993,0.042
AAME,177,0.012,0.392,0.063,0.077,0.06
AAOI,194,0.531,1.0,1.0,0.985,0.05
AAON,194,0.367,1.0,0.924,0.893,0.099
AAPL,194,0.797,1.0,1.0,0.996,0.021
AAWW,194,0.493,1.0,1.0,0.985,0.052
AAXJ,194,0.544,1.0,1.0,0.992,0.048
AAXN,194,0.544,1.0,1.0,0.992,0.049
ABCB,194,0.493,1.0,1.0,0.98,0.055
ABDC,127,0.063,0.911,0.265,0.321,0.166
ABEO,194,0.582,1.0,1.0,0.983,0.05
ABEOW,46,0.012,0.139,0.012,0.026,0.026
ABIL,85,0.113,0.607,0.278,0.307,0.12
ABIO,194,0.088,0.974,0.316,0.348,0.155
ABMD,194,0.544,1.0,1.0,0.992,0.048
ABTX,194,0.455,1.0,0.873,0.848,0.125
ABUS,194,0.493,1.0,0.936,0.905,0.102
ACAD,194,0.544,1.0,1.0,0.993,0.047
ACAM,120,0.012,0.202,0.031,0.039,0.031
ACAMU,75,0.012,0.265,0.025,0.03,0.035
ACAMW,84,0.012,0.974,0.025,0.075,0.17
ACBI,194,0.291,1.0,0.81,0.781,0.129
ACER,194,0.253,1.0,0.569,0.574,0.172
ACGL,194,0.544,1.0,1.0,0.993,0.048
ACGLO,194,0.139,0.911,0.341,0.387,0.17
ACGLP,194,0.215,0.924,0.455,0.485,0.161
ACHC,194,0.544,1.0,1.0,0.991,0.049
ACHN,123,0.544,1.0,1.0,0.991,0.056
ACHV,194,0.24,1.0,0.835,0.746,0.236
ACIA,194,0.531,1.0,0.987,0.972,0.056
ACIU,194,0.278,0.987,0.797,0.769,0.156
ACIW,194,0.531,1.0,1.0,0.991,0.049
ACLS,194,0.443,1.0,0.962,0.942,0.07
ACMR,194,0.379,1.0,0.942,0.846,0.176
ACNB,194,0.037,0.81,0.202,0.24,0.154
ACOR,194,0.544,1.0,1.0,0.992,0.048
ACRS,194,0.531,1.0,0.987,0.956,0.072
ACRX,194,0.556,1.0,0.987,0.975,0.053
ACST,194,0.607,1.0,1.0,0.97,0.054
ACT,194,0.012,0.303,0.063,0.077,0.046
ACTG,194,0.24,1.0,0.67,0.675,0.182
ACTT,151,0.012,0.987,0.05,0.106,0.137
ACTTU,94,0.012,0.291,0.025,0.03,0.035
ACTTW,139,0.012,0.481,0.025,0.043,0.06
ACWI,194,0.544,1.0,1.0,0.992,0.048
ACWX,194,0.531,1.0,1.0,0.988,0.05
ADAP,194,0.531,1.0,0.962,0.94,0.073
ADBE,194,0.582,1.0,1.0,0.993,0.044
ADES,194,0.43,1.0,0.898,0.875,0.102
ADI,194,0.569,1.0,1.0,0.993,0.046
ADIL,194,0.075,0.974,0.291,0.333,0.183
ADILW,62,0.012,0.101,0.018,0.023,0.017
ADMA,194,0.531,1.0,1.0,0.987,0.049
ADMP,194,0.62,1.0,0.974,0.954,0.066
ADMS,194,0.544,1.0,0.974,0.961,0.06
ADOM,15,0.683,1.0,0.898,0.867,0.112
ADP,194,0.569,1.0,1.0,0.993,0.046
ADPT,194,0.544,1.0,1.0,0.985,0.05
ADRA,111,0.012,0.139,0.025,0.028,0.021
ADRD,123,0.012,0.708,0.037,0.055,0.071
ADRE,193,0.012,0.518,0.139,0.139,0.077
ADRO,194,0.544,1.0,1.0,0.978,0.054
ADRU,92,0.012,0.126,0.025,0.027,0.02
ADSK,194,0.556,1.0,1.0,0.993,0.042
ADTN,194,0.468,1.0,0.962,0.947,0.066
ADUS,194,0.443,1.0,0.911,0.892,0.085
ADVM,194,0.544,1.0,1.0,0.992,0.048
ADXN,16,0.012,0.05,0.012,0.017,0.013
ADXS,194,0.708,1.0,1.0,0.987,0.031
AEGN,194,0.367,1.0,0.797,0.793,0.125
AEHR,194,0.025,1.0,0.398,0.421,0.184
AEIS,194,0.544,1.0,0.987,0.968,0.058
AEMD,184,0.075,1.0,0.676,0.635,0.287
AERI,194,0.544,1.0,1.0,0.992,0.048
AESE,187,0.075,1.0,0.354,0.406,0.212
AESEW,15,0.012,0.493,0.189,0.214,0.15
AEY,194,0.037,1.0,0.316,0.396,0.275
AEYE,194,0.063,0.911,0.265,0.297,0.151
AEZS,194,0.202,1.0,0.6,0.631,0.211
AFH,194,0.177,0.987,0.455,0.489,0.158
AFHBL,20,0.012,0.139,0.025,0.04,0.031
AFIN,194,0.544,1.0,0.987,0.978,0.051
AFINP,194,0.037,0.987,0.512,0.514,0.213
AFMD,194,0.544,1.0,0.987,0.969,0.058
AFYA,194,0.455,1.0,0.911,0.868,0.129
AGBA,31,0.012,0.05,0.012,0.02,0.01
AGBAR,21,0.012,0.063,0.012,0.024,0.018
AGBAU,50,0.012,0.088,0.018,0.022,0.013
AGBAW,33,0.012,0.088,0.012,0.022,0.017
AGEN,194,0.544,1.0,1.0,0.991,0.048
AGFS,194,0.253,0.949,0.645,0.641,0.159
AGFSW,148,0.012,0.582,0.031,0.046,0.062
AGIO,194,0.544,1.0,1.0,0.991,0.047
AGLE,194,0.215,1.0,0.537,0.556,0.167
AGMH,190,0.012,0.341,0.113,0.109,0.06
AGNC,194,0.569,1.0,1.0,0.993,0.044
AGNCB,82,0.063,0.734,0.271,0.286,0.141
AGNCM,194,0.088,0.987,0.405,0.453,0.212
AGNCN,194,0.101,0.987,0.341,0.429,0.224
AGNCO,149,0.151,1.0,0.569,0.59,0.253
AGNCP,60,0.341,1.0,0.917,0.815,0.186
AGND,170,0.012,0.493,0.037,0.045,0.048
AGRX,193,0.594,1.0,1.0,0.972,0.07
AGTC,194,0.379,1.0,0.772,0.776,0.18
AGYS,194,0.443,1.0,0.924,0.903,0.094
AGZD,194,0.025,0.531,0.113,0.136,0.074
AHCO,123,0.101,0.949,0.607,0.583,0.215
AHCOW,11,0.012,0.126,0.037,0.056,0.036
AHPI,182,0.012,1.0,0.126,0.413,0.425
AIA,194,0.151,1.0,0.481,0.52,0.216
AIH,134,0.215,0.886,0.518,0.504,0.147
AIHS,194,0.025,1.0,0.411,0.458,0.198
AIKI,39,0.949,1.0,1.0,0.993,0.011
AIMC,194,0.518,1.0,1.0,0.981,0.051
AIMT,193,0.531,1.0,1.0,0.992,0.049
AINV,194,0.531,1.0,1.0,0.977,0.054
AIQ,194,0.037,0.987,0.202,0.276,0.229
AIRG,194,0.291,0.911,0.607,0.598,0.128
AIRR,194,0.037,0.936,0.151,0.182,0.126
AIRT,150,0.012,0.405,0.05,0.069,0.074
AIRTP,171,0.012,0.215,0.063,0.066,0.039
AIRTW,129,0.012,0.151,0.063,0.064,0.028
AKAM,194,0.556,1.0,1.0,0.993,0.047
AKBA,194,0.544,1.0,1.0,0.991,0.046
AKCA,194,0.544,1.0,0.962,0.946,0.068
AKER,194,0.24,1.0,0.62,0.656,0.189
AKRO,194,0.278,1.0,0.822,0.797,0.143
AKRX,194,0.594,1.0,1.0,0.993,0.042
AKTS,194,0.531,1.0,0.987,0.962,0.061
AKTX,194,0.265,1.0,0.696,0.683,0.173
ALAC,98,0.012,0.987,0.025,0.053,0.124
ALACR,85,0.012,0.151,0.012,0.032,0.033
ALACU,31,0.012,0.075,0.012,0.019,0.015
ALACW,92,0.012,0.177,0.025,0.027,0.027
ALBO,194,0.24,0.987,0.632,0.656,0.165
ALCO,194,0.05,0.67,0.265,0.289,0.128
ALDR,22,0.911,1.0,1.0,0.986,0.022
ALDX,194,0.506,1.0,0.911,0.889,0.092
ALEC,194,0.506,1.0,0.987,0.971,0.057
ALGN,194,0.556,1.0,1.0,0.993,0.047
ALGR,100,0.012,0.493,0.037,0.058,0.082
ALGRR,122,0.012,1.0,0.025,0.103,0.191
ALGRU,46,0.012,0.05,0.012,0.021,0.012
ALGRW,108,0.012,0.949,0.025,0.061,0.125
ALGT,194,0.43,1.0,0.924,0.903,0.098
ALIM,194,0.025,0.987,0.455,0.469,0.246
ALJJ,188,0.012,0.582,0.107,0.141,0.106
ALKS,194,0.544,1.0,1.0,0.993,0.048
ALLK,194,0.531,1.0,0.974,0.963,0.058
ALLO,194,0.518,1.0,1.0,0.974,0.064
ALLT,194,0.126,1.0,0.696,0.686,0.208
ALNA,194,0.139,1.0,0.772,0.72,0.215
ALNY,194,0.443,1.0,1.0,0.987,0.062
ALOT,194,0.113,0.962,0.455,0.455,0.166
ALPN,194,0.025,0.721,0.177,0.202,0.126
ALRM,194,0.518,1.0,1.0,0.982,0.052
ALRN,194,0.291,0.987,0.683,0.68,0.172
ALRS,163,0.012,0.949,0.227,0.268,0.188
ALSK,194,0.164,0.987,0.62,0.617,0.216
ALT,194,0.341,1.0,0.683,0.711,0.188
ALTM,194,0.493,1.0,0.974,0.951,0.073
ALTR,194,0.506,1.0,0.974,0.963,0.059
ALTY,194,0.037,0.696,0.164,0.191,0.096
ALXN,194,0.556,1.0,1.0,0.993,0.046
ALYA,194,0.012,0.987,0.126,0.176,0.152
AMAG,193,0.544,1.0,1.0,0.988,0.049
AMAL,194,0.113,1.0,0.62,0.613,0.193
AMAT,194,0.607,1.0,1.0,0.994,0.038
AMBA,194,0.544,1.0,1.0,0.989,0.048
AMBC,127,0.379,1.0,0.949,0.925,0.082
AMBCW,112,0.012,0.354,0.063,0.075,0.061
AMCA,146,0.012,0.202,0.025,0.04,0.036
AMCI,128,0.012,1.0,0.05,0.102,0.176
AMCIU,48,0.012,0.177,0.012,0.024,0.026
AMCIW,94,0.012,0.531,0.025,0.044,0.067
AMCX,194,0.544,1.0,1.0,0.991,0.048
AMD,194,0.797,1.0,1.0,0.997,0.017
AMED,194,0.506,1.0,0.987,0.967,0.055
AMEH,194,0.24,1.0,0.734,0.716,0.186
AMGN,194,0.556,1.0,1.0,0.993,0.046
AMHC,36,0.012,0.088,0.012,0.022,0.017
AMHCU,56,0.012,0.924,0.025,0.061,0.132
AMHCW,21,0.012,0.177,0.025,0.033,0.04
AMKR,194,0.544,1.0,1.0,0.992,0.047
AMNB,194,0.063,0.683,0.278,0.297,0.128
AMOT,194,0.215,0.873,0.493,0.517,0.153
AMPH,194,0.544,1.0,0.974,0.963,0.054
AMR,22,0.835,1.0,0.974,0.962,0.046
AMRB,175,0.012,0.632,0.05,0.079,0.081
AMRH,194,0.139,1.0,0.734,0.645,0.293
AMRHW,85,0.012,0.126,0.012,0.026,0.021
AMRK,194,0.012,0.696,0.151,0.204,0.151
AMRN,193,0.556,1.0,1.0,0.992,0.045
AMRS,194,0.544,1.0,1.0,0.99,0.048
AMRWW,21,0.012,0.189,0.037,0.058,0.044
AMSC,194,0.518,1.0,0.936,0.907,0.087
AMSF,194,0.316,1.0,0.784,0.775,0.125
AMSWA,194,0.367,1.0,0.81,0.785,0.143
AMTB,194,0.177,0.962,0.493,0.512,0.166
AMTBB,165,0.012,0.531,0.037,0.058,0.064
AMTD,194,0.544,1.0,1.0,0.993,0.047
AMTX,194,0.037,1.0,0.233,0.295,0.193
AMWD,194,0.417,1.0,0.898,0.878,0.097
AMZN,194,0.62,1.0,1.0,0.994,0.034
ANAB,194,0.544,1.0,1.0,0.979,0.054
ANAT,194,0.139,0.886,0.474,0.486,0.142
ANCN,194,0.012,0.86,0.177,0.213,0.153
ANDA,79,0.012,0.075,0.012,0.023,0.016
ANDAR,63,0.012,0.113,0.025,0.029,0.025
ANDAU,53,0.012,0.113,0.012,0.022,0.018
ANDAW,48,0.012,0.202,0.012,0.026,0.03
ANDE,194,0.468,1.0,0.974,0.947,0.072
ANGI,194,0.544,1.0,1.0,0.992,0.048
ANGL,102,0.506,1.0,1.0,0.976,0.056
ANGO,194,0.455,1.0,0.974,0.952,0.07
ANIK,194,0.455,1.0,0.949,0.925,0.077
ANIP,194,0.316,1.0,0.848,0.826,0.126
ANIX,194,0.202,1.0,0.455,0.486,0.171
ANPC,60,0.012,0.62,0.063,0.102,0.113
ANSS,194,0.556,1.0,1.0,0.991,0.046
ANTE,191,0.012,0.886,0.126,0.147,0.113
ANY,194,0.025,1.0,0.329,0.349,0.18
AOBC,194,0.544,1.0,1.0,0.991,0.048
AOSL,194,0.417,1.0,0.848,0.822,0.112
APDN,194,0.303,1.0,0.784,0.764,0.185
APDNW,67,0.012,0.253,0.037,0.052,0.05
APEI,194,0.367,1.0,0.873,0.837,0.119
APEN,189,0.012,0.544,0.101,0.132,0.104
APEX,194,0.025,1.0,0.253,0.324,0.235
APLS,194,0.544,1.0,1.0,0.984,0.052
APLT,194,0.037,1.0,0.759,0.617,0.325
APM,193,0.012,0.949,0.113,0.178,0.179
APOG,194,0.354,1.0,0.955,0.926,0.086
APOP,194,0.126,1.0,0.423,0.476,0.231
APOPW,68,0.012,0.164,0.012,0.027,0.026
APPF,194,0.405,1.0,0.886,0.859,0.111
APPN,194,0.531,1.0,1.0,0.992,0.048
APPS,194,0.556,1.0,1.0,0.993,0.045
APRE,150,0.227,1.0,0.67,0.662,0.174
APTO,194,0.455,1.0,0.98,0.894,0.143
APTX,194,0.367,1.0,0.81,0.78,0.146
APVO,194,0.329,1.0,0.848,0.802,0.157
APWC,181,0.012,0.481,0.05,0.064,0.056
APXT,81,0.012,0.392,0.037,0.061,0.07
APXTU,125,0.012,0.873,0.05,0.063,0.09
APXTW,56,0.012,0.101,0.025,0.029,0.019
APYX,194,0.164,0.974,0.645,0.645,0.162
AQB,194,0.126,1.0,0.468,0.498,0.21
AQMS,194,0.493,1.0,0.917,0.89,0.11
AQST,194,0.227,1.0,0.974,0.865,0.184
ARAV,194,0.063,1.0,0.746,0.623,0.324
ARAY,194,0.531,1.0,0.987,0.967,0.057
ARCB,194,0.455,1.0,0.949,0.938,0.07
ARCC,194,0.544,1.0,1.0,0.992,0.048
ARCE,194,0.316,1.0,0.835,0.793,0.169
ARCI,22,0.025,1.0,0.202,0.359,0.351
ARCT,194,0.303,1.0,0.696,0.714,0.188
ARDS,189,0.012,0.924,0.101,0.143,0.13
ARDX,194,0.493,1.0,1.0,0.963,0.098
AREC,193,0.05,0.873,0.265,0.319,0.183
AREX,72,0.253,1.0,0.848,0.822,0.135
ARGX,194,0.392,1.0,0.873,0.84,0.119
ARKR,165,0.012,0.354,0.05,0.069,0.064
ARLP,194,0.544,1.0,1.0,0.977,0.053
ARNA,194,0.531,1.0,1.0,0.988,0.049
AROW,194,0.063,0.784,0.379,0.397,0.149
ARPO,194,0.151,0.987,0.512,0.517,0.201
ARQL,116,0.556,1.0,1.0,0.991,0.057
ARQT,68,0.139,1.0,0.79,0.728,0.214
ARTL,193,0.012,1.0,0.291,0.335,0.201
ARTLW,108,0.012,0.303,0.025,0.039,0.042
ARTNA,194,0.075,0.721,0.253,0.301,0.159
ARTW,194,0.012,0.772,0.113,0.156,0.147
ARTX,85,0.316,1.0,0.556,0.589,0.156
ARVN,194,0.518,1.0,0.974,0.94,0.074
ARWR,194,0.582,1.0,1.0,0.994,0.039
ARYA,125,0.012,1.0,0.025,0.051,0.1
ARYAU,71,0.012,0.189,0.025,0.028,0.029
ARYAW,91,0.012,0.215,0.025,0.032,0.038
ASET,171,0.012,0.177,0.025,0.033,0.023
ASFI,182,0.012,0.556,0.069,0.095,0.093
ASLN,194,0.025,1.0,0.569,0.538,0.309
ASMB,194,0.468,1.0,0.974,0.954,0.066
ASML,194,0.569,1.0,1.0,0.987,0.047
ASNA,194,0.518,1.0,0.987,0.968,0.059
ASND,194,0.481,1.0,0.924,0.904,0.091
ASPS,194,0.253,1.0,0.734,0.73,0.132
ASPU,194,0.189,1.0,0.676,0.651,0.217
ASRT,194,0.531,1.0,1.0,0.987,0.049
ASRV,193,0.025,0.746,0.151,0.172,0.124
ASRVP,129,0.012,0.215,0.025,0.03,0.026
ASTC,194,0.025,1.0,0.253,0.368,0.289
ASTE,194,0.481,1.0,0.873,0.852,0.1
ASUR,194,0.354,1.0,0.803,0.791,0.125
ASV,22,0.025,0.265,0.075,0.087,0.059
ASYS,194,0.189,0.962,0.493,0.519,0.163
ATAI,22,0.151,0.607,0.303,0.333,0.134
ATAX,194,0.202,1.0,0.645,0.652,0.175
ATCX,57,0.012,0.708,0.215,0.261,0.17
ATCXW,52,0.012,0.354,0.101,0.118,0.083
ATEC,194,0.481,1.0,0.974,0.951,0.065
ATEX,194,0.354,1.0,0.81,0.794,0.116
ATHE,194,0.012,1.0,0.189,0.222,0.157
ATHX,194,0.531,1.0,0.962,0.946,0.068
ATIF,193,0.012,0.949,0.24,0.284,0.164
ATIS,76,0.088,1.0,0.449,0.494,0.25
ATISW,23,0.012,0.101,0.012,0.023,0.021
ATLC,194,0.037,1.0,0.411,0.421,0.228
ATLO,194,0.012,0.544,0.177,0.2,0.116
ATNI,194,0.253,1.0,0.613,0.608,0.134
ATNX,194,0.544,1.0,1.0,0.991,0.048
ATOM,194,0.075,0.974,0.449,0.466,0.174
ATOS,194,0.227,1.0,0.531,0.557,0.185
ATRA,194,0.544,1.0,1.0,0.989,0.048
ATRC,194,0.481,1.0,0.974,0.951,0.071
ATRI,194,0.012,0.734,0.164,0.215,0.15
ATRO,194,0.455,1.0,0.974,0.956,0.066
ATRS,194,0.544,1.0,1.0,0.99,0.048
ATSG,194,0.506,1.0,0.987,0.977,0.055
ATVI,194,0.556,1.0,1.0,0.993,0.045
ATXI,194,0.025,0.784,0.335,0.359,0.202
AUB,194,0.506,1.0,0.987,0.969,0.059
AUBN,178,0.012,0.544,0.075,0.088,0.069
AUDC,194,0.518,1.0,0.974,0.935,0.088
AUPH,194,0.645,1.0,1.0,0.989,0.035
AUTL,194,0.367,1.0,0.822,0.793,0.139
AUTO,194,0.012,0.911,0.177,0.24,0.188
AVAV,194,0.506,1.0,0.974,0.954,0.063
AVCO,194,0.202,1.0,0.613,0.619,0.2
AVCT,21,0.405,1.0,0.822,0.768,0.169
AVCTW,21,0.012,0.303,0.075,0.107,0.082
AVDL,194,0.518,1.0,0.936,0.89,0.116
AVDR,79,0.405,1.0,0.835,0.781,0.166
AVEO,194,0.607,1.0,0.987,0.953,0.071
AVGO,194,0.607,1.0,1.0,0.993,0.042
AVGOP,146,0.012,0.962,0.113,0.142,0.135
AVGR,194,0.354,1.0,0.759,0.743,0.162
AVID,194,0.455,1.0,0.974,0.948,0.077
AVNW,193,0.012,0.645,0.177,0.205,0.123
AVRO,194,0.518,1.0,0.911,0.884,0.097
AVT,194,0.544,1.0,1.0,0.992,0.048
AVXL,194,0.544,1.0,0.974,0.941,0.082
AWRE,194,0.012,0.67,0.139,0.16,0.108
AWSM,22,0.265,0.987,0.531,0.614,0.24
AXAS,194,0.582,1.0,1.0,0.989,0.045
AXDX,194,0.417,1.0,0.936,0.908,0.097
AXGN,194,0.493,1.0,0.987,0.975,0.055
AXGT,194,0.367,1.0,0.759,0.759,0.143
AXLA,193,0.012,0.987,0.303,0.334,0.226
AXNX,194,0.544,1.0,1.0,0.966,0.075
AXSM,194,0.556,1.0,1.0,0.993,0.044
AXTI,194,0.341,1.0,0.911,0.884,0.1
AY,194,0.531,1.0,1.0,0.981,0.052
AYTU,194,0.24,1.0,0.683,0.677,0.235
AZPN,194,0.518,1.0,1.0,0.989,0.05
AZRX,194,0.189,1.0,0.721,0.698,0.178
BAND,194,0.518,1.0,0.974,0.95,0.066
BANF,194,0.303,1.0,0.67,0.678,0.161
BANFP,106,0.012,0.177,0.025,0.028,0.022
BANR,194,0.367,1.0,0.949,0.925,0.086
BANX,194,0.05,0.873,0.253,0.276,0.143
BASI,194,0.075,0.886,0.354,0.388,0.196
BATRA,194,0.215,0.987,0.632,0.654,0.192
BATRK,194,0.329,1.0,0.772,0.773,0.159
BBBY,194,0.582,1.0,1.0,0.993,0.042
BBCP,194,0.202,0.987,0.696,0.678,0.186
BBGI,194,0.113,0.886,0.341,0.375,0.156
BBH,194,0.088,0.886,0.316,0.342,0.139
BBI,172,0.126,1.0,0.423,0.461,0.221
BBIO,194,0.468,1.0,0.974,0.948,0.076
BBQ,161,0.012,0.974,0.177,0.221,0.164
BBSI,194,0.139,0.974,0.544,0.565,0.168
BCBP,194,0.126,0.924,0.468,0.483,0.181
BCDA,186,0.012,0.987,0.126,0.165,0.158
BCDAW,60,0.012,0.341,0.025,0.04,0.066
BCEL,194,0.417,1.0,0.848,0.803,0.144
BCLI,194,0.202,1.0,0.6,0.664,0.257
BCML,194,0.037,0.797,0.329,0.358,0.168
BCNA,12,0.012,0.05,0.012,0.018,0.012
BCOM,188,0.012,0.81,0.063,0.084,0.087
BCOR,194,0.506,1.0,0.987,0.977,0.055
BCOV,194,0.341,1.0,0.898,0.881,0.101
BCOW,159,0.012,0.316,0.037,0.059,0.059
BCPC,194,0.329,1.0,0.822,0.811,0.116
BCRX,194,0.569,1.0,1.0,0.992,0.045
BCTF,144,0.012,0.531,0.025,0.042,0.054
BCYC,194,0.012,0.898,0.253,0.296,0.184
BDGE,194,0.189,0.974,0.588,0.605,0.178
BDSI,194,0.544,1.0,1.0,0.989,0.048
BDTX,69,0.43,1.0,0.873,0.845,0.117
BEAM,64,0.658,1.0,0.949,0.912,0.087
BEAT,194,0.531,1.0,0.987,0.973,0.053
BECN,194,0.531,1.0,1.0,0.99,0.049
BELFA,166,0.012,0.822,0.063,0.09,0.102
BELFB,194,0.227,1.0,0.62,0.612,0.146
BFC,194,0.037,0.797,0.189,0.219,0.143
BFIN,194,0.075,0.81,0.392,0.403,0.131
BFIT,169,0.012,0.949,0.037,0.095,0.187
BFRA,58,0.012,0.126,0.018,0.023,0.018
BFST,194,0.025,0.746,0.189,0.241,0.162
BFYT,44,0.797,1.0,1.0,0.984,0.033
BGCP,194,0.544,1.0,1.0,0.992,0.048
BGFV,194,0.43,1.0,0.898,0.878,0.1
BGNE,194,0.417,1.0,0.974,0.957,0.068
BGRN,193,0.012,0.594,0.113,0.128,0.089
BHAT,194,0.139,0.974,0.43,0.44,0.157
BHF,194,0.544,1.0,1.0,0.992,0.049
BHFAL,194,0.088,0.86,0.341,0.373,0.159
BHFAP,194,0.151,0.962,0.43,0.448,0.178
BHTG,194,0.037,0.81,0.183,0.217,0.143
BIB,194,0.405,1.0,0.898,0.878,0.109
BICK,188,0.012,0.911,0.088,0.153,0.167
BIDU,194,0.632,1.0,1.0,0.993,0.04
BIIB,194,0.569,1.0,1.0,0.992,0.045
BILI,194,0.569,1.0,1.0,0.993,0.044
BIMI,194,0.075,1.0,0.772,0.66,0.3
BIOC,194,0.455,1.0,0.987,0.929,0.095
BIOL,194,0.063,1.0,0.544,0.594,0.276
BIOS,127,0.544,1.0,1.0,0.99,0.056
BIS,194,0.189,0.987,0.759,0.743,0.174
BJK,102,0.063,0.746,0.253,0.302,0.189
BJRI,194,0.544,1.0,1.0,0.985,0.05
BKCC,194,0.518,1.0,0.962,0.941,0.075
BKCH,17,0.012,0.088,0.025,0.027,0.019
BKEP,194,0.189,1.0,0.481,0.504,0.172
BKEPP,193,0.012,0.962,0.151,0.197,0.159
BKNG,194,0.556,1.0,1.0,0.981,0.049
BKSC,186,0.012,0.379,0.088,0.11,0.082
BKYI,194,0.012,1.0,0.177,0.35,0.345
BL,194,0.518,1.0,1.0,0.988,0.05
BLBD,194,0.24,1.0,0.746,0.704,0.2
BLCM,194,0.506,1.0,0.955,0.897,0.123
BLCN,194,0.075,0.645,0.221,0.236,0.107
BLDP,194,0.569,1.0,1.0,0.988,0.044
BLDR,194,0.544,1.0,1.0,0.992,0.048
BLFS,194,0.455,1.0,0.911,0.879,0.099
BLIN,194,0.088,1.0,0.449,0.471,0.21
BLKB,194,0.493,1.0,0.987,0.961,0.068
BLMN,194,0.544,1.0,1.0,0.992,0.048
BLNK,194,0.417,1.0,0.822,0.819,0.112
BLNKW,193,0.012,0.822,0.101,0.141,0.126
BLPH,194,0.164,1.0,0.607,0.655,0.217
BLRX,194,0.113,0.987,0.392,0.432,0.193
BLU,170,0.202,1.0,0.708,0.688,0.231
BLUE,194,0.556,1.0,1.0,0.991,0.046
BMCH,194,0.493,1.0,1.0,0.983,0.054
BMLP,131,0.012,0.24,0.025,0.038,0.038
BMRA,194,0.012,1.0,0.189,0.334,0.331
BMRC,194,0.177,0.848,0.417,0.434,0.145
BMRN,194,0.544,1.0,1.0,0.992,0.048
BMTC,194,0.354,0.974,0.696,0.685,0.126
BND,194,0.544,1.0,1.0,0.993,0.048
BNDW,194,0.063,0.81,0.392,0.396,0.148
BNDX,194,0.544,1.0,1.0,0.993,0.048
BNFT,194,0.43,1.0,0.987,0.972,0.06
BNGO,194,0.037,1.0,0.987,0.807,0.304
BNGOW,147,0.012,0.683,0.05,0.083,0.103
BNSO,159,0.012,0.303,0.05,0.056,0.042
BNTC,192,0.012,0.962,0.215,0.286,0.226
BNTCW,60,0.012,0.075,0.025,0.024,0.014
BNTX,145,0.278,1.0,0.911,0.871,0.157
BOCH,194,0.025,0.873,0.329,0.371,0.172
BOKF,194,0.379,1.0,0.936,0.925,0.08
BOKFL,193,0.025,0.594,0.139,0.171,0.113
BOLD,115,0.506,1.0,0.987,0.967,0.068
BOMN,194,0.291,0.987,0.658,0.645,0.153
BOOM,194,0.531,1.0,0.974,0.961,0.057
BOSC,192,0.012,0.936,0.151,0.182,0.135
BOTJ,173,0.012,0.329,0.05,0.059,0.052
BOTZ,194,0.518,1.0,1.0,0.98,0.054
BOXL,194,0.113,1.0,0.746,0.643,0.282
BPFH,194,0.544,1.0,1.0,0.981,0.052
BPMC,194,0.531,1.0,1.0,0.985,0.052
BPOP,194,0.518,1.0,1.0,0.988,0.051
BPOPM,180,0.012,0.367,0.05,0.067,0.062
BPOPN,186,0.012,0.455,0.063,0.097,0.087
BPR,146,0.544,1.0,1.0,0.991,0.052
BPRAP,146,0.025,0.81,0.151,0.182,0.124
BPRN,193,0.012,0.392,0.126,0.134,0.073
BPTH,194,0.291,1.0,0.62,0.626,0.149
BPY,194,0.569,1.0,1.0,0.991,0.045
BPYPN,56,0.063,0.962,0.468,0.514,0.227
BPYPO,180,0.025,0.974,0.385,0.408,0.215
BPYPP,194,0.05,0.835,0.227,0.282,0.173
BPYU,48,0.797,1.0,1.0,0.993,0.029
BPYUP,48,0.088,0.886,0.505,0.5,0.203
BREW,194,0.379,1.0,0.924,0.896,0.099
BRID,192,0.012,0.506,0.113,0.141,0.114
BRKL,194,0.493,1.0,0.962,0.949,0.064
BRKR,194,0.531,1.0,1.0,0.99,0.049
BRKS,194,0.544,1.0,1.0,0.988,0.049
BROG,171,0.012,0.924,0.126,0.254,0.274
BROGR,58,0.012,0.518,0.063,0.106,0.13
BROGU,28,0.012,0.088,0.018,0.025,0.02
BROGW,170,0.012,0.81,0.088,0.129,0.14
BRP,135,0.392,1.0,0.848,0.824,0.14
BRPA,72,0.012,0.101,0.012,0.022,0.017
BRPAR,54,0.012,0.354,0.037,0.054,0.06
BRPAU,10,0.012,0.037,0.012,0.015,0.008
BRPAW,50,0.012,0.113,0.025,0.03,0.022
BRQS,52,0.012,0.974,0.119,0.34,0.352
BRY,194,0.544,1.0,1.0,0.985,0.047
BSAE,57,0.012,0.088,0.025,0.028,0.018
BSBE,55,0.012,0.088,0.012,0.024,0.016
BSBK,78,0.012,0.898,0.379,0.388,0.228
BSCE,54,0.012,0.075,0.025,0.025,0.014
BSCK,89,0.772,1.0,0.949,0.935,0.045
BSCL,89,0.734,1.0,0.924,0.918,0.046
BSCM,89,0.683,1.0,0.924,0.915,0.055
BSCN,89,0.594,1.0,0.86,0.854,0.062
BSCO,89,0.62,0.949,0.835,0.826,0.069
BSCP,89,0.443,0.86,0.658,0.651,0.081
BSCQ,89,0.253,0.886,0.417,0.428,0.119
BSCR,89,0.101,0.86,0.354,0.372,0.127
BSCS,89,0.126,0.759,0.265,0.282,0.107
BSCT,89,0.012,0.468,0.101,0.116,0.081
