ticker,count,min,max,median,mean,std
GRNV,58,0.012,0.379,0.025,0.035,0.05
GRNVR,36,0.012,0.253,0.025,0.036,0.051
GRNVU,51,0.012,0.569,0.037,0.07,0.097
GRNVW,32,0.012,0.063,0.018,0.026,0.018
GROW,194,0.088,0.898,0.347,0.377,0.163
GRPN,194,0.607,1.0,1.0,0.993,0.04
GRSH,106,0.012,1.0,0.05,0.185,0.272
GRSHU,61,0.012,0.354,0.025,0.034,0.048
GRSHW,61,0.012,0.417,0.025,0.054,0.081
GRTS,194,0.405,1.0,0.759,0.762,0.122
GRTX,125,0.037,1.0,0.455,0.47,0.23
GRVY,194,0.189,0.974,0.506,0.525,0.147
GRWG,109,0.493,1.0,0.949,0.903,0.117
GSBC,194,0.164,0.936,0.481,0.502,0.163
GSHD,194,0.506,1.0,0.898,0.873,0.102
GSIT,194,0.113,0.86,0.455,0.448,0.158
GSKY,194,0.518,1.0,0.987,0.975,0.056
GSM,194,0.506,1.0,0.936,0.902,0.102
GSMG,56,0.063,0.949,0.43,0.452,0.213
GSMGW,50,0.012,0.24,0.037,0.059,0.056
GSUM,193,0.037,1.0,0.329,0.389,0.251
GT,194,0.544,1.0,1.0,0.993,0.047
GTEC,129,0.012,0.708,0.075,0.11,0.117
GTECW,11,0.012,0.126,0.05,0.047,0.036
GTHX,194,0.544,1.0,0.987,0.971,0.054
GTIM,194,0.012,0.949,0.253,0.314,0.193
GTLS,194,0.544,1.0,1.0,0.987,0.049
GTYH,194,0.151,0.987,0.683,0.665,0.188
GULF,192,0.012,0.354,0.075,0.078,0.047
GURE,193,0.025,0.898,0.164,0.206,0.151
GVP,194,0.012,0.746,0.132,0.157,0.109
GWGH,194,0.012,0.759,0.126,0.147,0.116
GWPH,194,0.556,1.0,1.0,0.989,0.046
GWRS,194,0.088,0.911,0.36,0.377,0.16
GXGX,104,0.012,0.43,0.025,0.053,0.07
GXGXU,134,0.012,0.329,0.037,0.046,0.044
GXGXW,87,0.012,0.189,0.025,0.038,0.035
GXTG,112,0.012,0.772,0.037,0.068,0.109
GYRO,65,0.012,0.151,0.025,0.025,0.024
HA,194,0.531,1.0,1.0,0.992,0.049
HABT,146,0.43,1.0,0.962,0.952,0.072
HAFC,194,0.417,1.0,0.911,0.89,0.096
HAIN,194,0.531,1.0,1.0,0.991,0.049
HAIR,22,0.341,0.898,0.55,0.56,0.151
HALL,194,0.278,1.0,0.784,0.76,0.168
HALO,194,0.544,1.0,1.0,0.992,0.048
HAPP,134,0.025,1.0,0.411,0.486,0.343
HARP,194,0.088,1.0,0.67,0.634,0.217
HAS,194,0.544,1.0,1.0,0.992,0.047
HAYN,194,0.265,1.0,0.759,0.755,0.124
HBAN,194,0.544,1.0,1.0,0.993,0.048
HBANN,185,0.012,0.455,0.063,0.092,0.087
HBANO,194,0.164,0.936,0.443,0.466,0.162
HBCP,194,0.025,0.835,0.24,0.266,0.125
HBIO,194,0.24,1.0,0.708,0.689,0.189
HBMD,194,0.025,0.898,0.341,0.349,0.151
HBNC,194,0.341,1.0,0.784,0.765,0.138
HBP,193,0.025,0.949,0.202,0.24,0.174
HBT,144,0.24,0.987,0.632,0.639,0.179
HCAC,156,0.012,0.43,0.037,0.056,0.07
HCACU,73,0.012,0.164,0.025,0.034,0.03
HCACW,169,0.012,0.556,0.037,0.058,0.072
HCAP,194,0.025,0.556,0.208,0.224,0.102
HCAPZ,159,0.012,0.367,0.037,0.054,0.053
HCAT,194,0.531,1.0,0.974,0.946,0.077
HCCH,69,0.012,0.088,0.025,0.025,0.018
HCCHR,77,0.012,0.759,0.037,0.074,0.123
HCCHU,33,0.012,0.063,0.012,0.018,0.013
HCCHW,123,0.012,0.556,0.025,0.034,0.056
HCCI,194,0.189,0.86,0.518,0.524,0.148
HCCO,33,0.012,0.126,0.025,0.036,0.035
HCCOU,85,0.012,0.924,0.05,0.083,0.114
HCCOW,33,0.012,0.177,0.012,0.032,0.036
HCKT,194,0.367,1.0,0.848,0.831,0.126
HCM,194,0.43,1.0,0.898,0.879,0.101
HCSG,194,0.531,1.0,1.0,0.99,0.049
HDS,194,0.544,1.0,1.0,0.992,0.048
HDSN,194,0.506,1.0,0.924,0.884,0.112
HEAR,194,0.493,1.0,0.974,0.963,0.06
HEBT,194,0.151,1.0,0.506,0.512,0.194
HEES,194,0.481,1.0,0.974,0.953,0.063
HELE,194,0.329,1.0,0.924,0.902,0.093
HEPA,194,0.189,1.0,0.772,0.746,0.199
HERD,104,0.012,0.088,0.012,0.022,0.015
HERO,125,0.012,0.683,0.139,0.166,0.127
HEWG,194,0.075,0.974,0.405,0.444,0.196
HFBL,84,0.012,0.113,0.012,0.024,0.019
HFFG,194,0.025,1.0,0.405,0.481,0.328
HFWA,194,0.379,1.0,0.892,0.879,0.088
HGSH,190,0.012,1.0,0.088,0.134,0.146
HHHH,100,0.012,0.797,0.037,0.067,0.101
HHHHR,89,0.012,0.544,0.025,0.053,0.087
HHHHU,30,0.012,0.075,0.012,0.018,0.013
HHHHW,65,0.012,0.392,0.025,0.045,0.071
HHR,194,0.113,1.0,0.626,0.633,0.198
HHT,194,0.012,1.0,0.417,0.4,0.228
HIBB,194,0.544,1.0,1.0,0.988,0.049
HIFS,188,0.012,0.518,0.088,0.099,0.071
HIHO,188,0.012,0.468,0.075,0.093,0.068
HIIQ,146,0.544,1.0,1.0,0.983,0.055
HIMX,194,0.544,1.0,1.0,0.987,0.049
HJLI,194,0.063,0.924,0.316,0.33,0.15
HJLIW,76,0.012,0.24,0.025,0.034,0.038
HLAL,194,0.012,0.632,0.126,0.148,0.096
HLG,194,0.012,0.582,0.24,0.244,0.111
HLIO,194,0.202,1.0,0.708,0.714,0.157
HLIT,194,0.544,1.0,1.0,0.985,0.05
HLNE,194,0.468,1.0,0.848,0.841,0.105
HMHC,194,0.518,1.0,1.0,0.98,0.053
HMNF,167,0.012,0.215,0.05,0.067,0.049
HMST,194,0.392,1.0,0.898,0.878,0.096
HMSY,194,0.531,1.0,1.0,0.988,0.049
HMTV,194,0.088,0.949,0.43,0.449,0.148
HNDL,194,0.012,0.506,0.113,0.127,0.071
HNNA,194,0.037,0.81,0.164,0.192,0.107
HNRG,194,0.189,0.987,0.683,0.678,0.175
HOFT,194,0.341,0.974,0.759,0.755,0.115
HOLI,194,0.43,1.0,0.936,0.918,0.083
HOLX,194,0.544,1.0,1.0,0.993,0.048
HOMB,194,0.544,1.0,1.0,0.99,0.048
HONE,194,0.417,1.0,0.936,0.903,0.099
HOOK,194,0.075,0.987,0.582,0.555,0.226
HOPE,194,0.544,1.0,1.0,0.991,0.048
HOTH,194,0.025,1.0,0.215,0.288,0.219
HOVNP,144,0.012,0.227,0.037,0.048,0.04
HPJ,22,0.227,0.886,0.392,0.43,0.157
HPT,22,0.911,1.0,1.0,0.993,0.021
HQI,144,0.012,0.797,0.075,0.097,0.091
HQY,194,0.544,1.0,1.0,0.992,0.048
HROW,194,0.329,1.0,0.848,0.832,0.126
HRTX,194,0.544,1.0,1.0,0.992,0.048
HRZN,194,0.405,1.0,0.797,0.799,0.154
HSAC,62,0.012,0.911,0.056,0.115,0.167
HSACU,49,0.012,0.215,0.025,0.045,0.048
HSACW,36,0.012,0.278,0.031,0.048,0.054
HSDT,194,0.139,1.0,0.537,0.57,0.263
HSGX,22,0.898,1.0,1.0,0.991,0.023
HSIC,194,0.544,1.0,1.0,0.992,0.048
HSII,194,0.354,1.0,0.835,0.829,0.113
HSKA,194,0.253,1.0,0.708,0.703,0.143
HSON,168,0.012,0.67,0.063,0.089,0.095
HSTM,194,0.443,1.0,0.911,0.885,0.099
HTBI,194,0.151,1.0,0.506,0.546,0.185
HTBK,194,0.493,1.0,0.949,0.939,0.069
HTBX,194,0.227,1.0,0.866,0.762,0.244
HTGM,194,0.303,1.0,0.866,0.845,0.133
HTHT,194,0.544,1.0,1.0,0.992,0.048
HTIA,100,0.012,0.67,0.101,0.143,0.129
HTLD,194,0.506,1.0,0.987,0.97,0.058
HTLF,194,0.443,1.0,0.86,0.838,0.11
HUBG,194,0.43,1.0,0.974,0.956,0.065
HUGE,83,0.025,0.569,0.113,0.152,0.102
HUIZ,60,0.075,0.949,0.531,0.525,0.23
HURC,194,0.088,0.822,0.367,0.382,0.147
HURN,194,0.215,1.0,0.81,0.794,0.132
HVBC,130,0.012,0.24,0.025,0.042,0.04
HWBK,194,0.012,0.556,0.164,0.18,0.101
HWC,194,0.544,1.0,1.0,0.987,0.049
HWCC,194,0.075,0.822,0.329,0.361,0.159
HWCPL,193,0.012,0.506,0.088,0.119,0.085
HWKN,194,0.113,0.873,0.417,0.433,0.151
HX,194,0.113,1.0,0.506,0.509,0.208
HYAC,141,0.012,0.746,0.05,0.077,0.111
HYACU,125,0.012,0.253,0.025,0.041,0.037
HYACW,94,0.012,0.227,0.025,0.036,0.029
HYGS,22,0.518,1.0,0.79,0.798,0.108
HYLS,194,0.443,1.0,0.898,0.881,0.089
HYND,191,0.012,0.329,0.075,0.085,0.052
HYRE,194,0.303,1.0,0.797,0.777,0.147
HYXE,189,0.012,0.645,0.126,0.157,0.115
HYZD,194,0.139,0.898,0.468,0.478,0.145
HZNP,193,0.544,1.0,1.0,0.992,0.047
IAC,194,0.544,1.0,1.0,0.992,0.048
IART,194,0.531,1.0,1.0,0.984,0.05
IBB,194,0.544,1.0,1.0,0.993,0.048
IBCP,194,0.24,1.0,0.822,0.802,0.128
IBKC,194,0.531,1.0,0.987,0.976,0.055
IBKCN,193,0.012,0.607,0.139,0.173,0.11
IBKCO,181,0.012,0.468,0.063,0.08,0.075
IBKCP,192,0.012,0.354,0.075,0.093,0.063
IBKR,148,0.531,1.0,1.0,0.988,0.056
IBOC,194,0.43,1.0,0.962,0.927,0.086
IBTA,25,0.012,0.126,0.025,0.034,0.031
IBTB,20,0.012,0.075,0.012,0.024,0.019
IBTD,40,0.012,0.126,0.025,0.038,0.03
IBTE,41,0.012,0.126,0.025,0.033,0.028
IBTF,46,0.012,0.367,0.037,0.053,0.056
IBTG,46,0.012,0.278,0.037,0.068,0.069
IBTH,45,0.012,0.227,0.037,0.052,0.053
IBTI,40,0.012,0.24,0.025,0.055,0.062
IBTJ,48,0.012,0.316,0.037,0.077,0.079
IBTX,194,0.518,1.0,0.987,0.954,0.079
IBUY,194,0.227,0.949,0.493,0.536,0.19
ICAD,194,0.24,1.0,0.822,0.771,0.199
ICBK,191,0.012,0.81,0.126,0.162,0.12
ICCC,193,0.012,1.0,0.151,0.209,0.186
ICCH,102,0.012,0.202,0.012,0.028,0.03
ICFI,194,0.367,1.0,0.86,0.837,0.101
ICHR,194,0.506,1.0,0.987,0.962,0.068
ICLK,194,0.303,1.0,0.734,0.73,0.176
ICLN,194,0.506,1.0,0.974,0.935,0.087
ICLR,194,0.481,1.0,0.974,0.955,0.071
ICMB,172,0.101,0.873,0.341,0.381,0.174
ICON,194,0.139,0.949,0.544,0.558,0.169
ICPT,194,0.556,1.0,1.0,0.987,0.055
ICUI,194,0.417,1.0,0.924,0.905,0.088
IDCC,194,0.506,1.0,0.987,0.971,0.061
IDEX,194,0.531,1.0,0.962,0.941,0.074
IDLB,182,0.012,0.265,0.05,0.057,0.04
IDN,67,0.481,1.0,0.873,0.821,0.147
IDRA,194,0.291,1.0,0.797,0.757,0.157
IDSA,82,0.012,0.797,0.126,0.148,0.12
IDSY,22,0.025,0.506,0.24,0.258,0.106
IDXG,194,0.215,0.987,0.556,0.572,0.17
IDXX,194,0.556,1.0,1.0,0.987,0.055
IDYA,194,0.101,0.962,0.468,0.46,0.186
IEA,194,0.05,0.987,0.329,0.38,0.192
IEAWW,148,0.012,0.405,0.037,0.05,0.051
IEC,88,0.075,0.772,0.271,0.294,0.143
IEF,194,0.544,1.0,1.0,0.991,0.054
IEI,194,0.544,1.0,1.0,0.987,0.056
IEP,194,0.379,1.0,0.86,0.849,0.096
IESC,194,0.113,0.924,0.385,0.417,0.191
IEUS,194,0.012,1.0,0.139,0.163,0.127
IFEU,182,0.012,0.253,0.063,0.074,0.052
IFGL,194,0.164,0.949,0.443,0.474,0.17
IFMK,194,0.101,1.0,0.746,0.662,0.275
IFRX,194,0.531,1.0,0.962,0.928,0.085
IFV,194,0.215,0.949,0.594,0.606,0.137
IGF,194,0.417,1.0,0.949,0.926,0.088
IGIB,194,0.544,1.0,1.0,0.988,0.056
IGIC,35,0.012,0.62,0.278,0.292,0.177
IGICW,28,0.012,0.253,0.037,0.048,0.051
IGLD,72,0.012,0.924,0.05,0.181,0.272
IGMS,161,0.063,1.0,0.772,0.744,0.169
IGOV,194,0.291,1.0,0.746,0.745,0.155
IGSB,194,0.544,1.0,1.0,0.99,0.056
IHRT,194,0.354,1.0,0.974,0.923,0.12
III,194,0.202,1.0,0.518,0.534,0.183
IIIN,194,0.405,1.0,0.797,0.776,0.123
IIIV,194,0.481,1.0,0.886,0.858,0.115
IIN,194,0.367,1.0,0.746,0.736,0.118
IIVI,194,0.544,1.0,1.0,0.99,0.056
IJT,194,0.303,1.0,0.81,0.822,0.116
IKNX,152,0.012,0.329,0.037,0.049,0.047
ILMN,194,0.544,1.0,1.0,0.99,0.056
ILPT,194,0.506,1.0,0.974,0.954,0.071
IMAB,77,0.088,1.0,0.544,0.551,0.246
IMAC,194,0.012,1.0,0.341,0.389,0.269
IMACW,83,0.012,0.582,0.025,0.045,0.079
IMBI,194,0.075,1.0,0.423,0.463,0.208
IMGN,194,0.556,1.0,1.0,0.991,0.054
IMI,22,0.126,0.43,0.221,0.261,0.107
IMKTA,194,0.43,1.0,0.81,0.804,0.116
IMMP,192,0.05,1.0,0.366,0.462,0.292
IMMR,194,0.468,1.0,0.949,0.929,0.078
IMMU,194,0.189,1.0,1.0,0.986,0.08
IMOS,194,0.063,1.0,0.303,0.341,0.173
IMRA,40,0.05,1.0,0.297,0.327,0.176
IMRN,185,0.012,0.911,0.113,0.148,0.139
IMRNW,55,0.012,0.101,0.025,0.027,0.021
IMTE,179,0.012,0.632,0.088,0.113,0.102
IMUX,194,0.063,1.0,0.303,0.362,0.196
IMV,194,0.012,1.0,0.246,0.367,0.301
IMVT,96,0.316,1.0,0.765,0.746,0.177
IMVTU,36,0.012,0.455,0.025,0.083,0.124
IMVTW,94,0.012,0.594,0.139,0.165,0.128
IMXI,194,0.354,1.0,0.86,0.833,0.124
INAP,146,0.405,1.0,0.911,0.882,0.121
INBK,194,0.164,0.962,0.455,0.464,0.138
INBKL,109,0.012,0.126,0.025,0.029,0.022
INBKZ,162,0.012,0.455,0.037,0.051,0.055
INCY,194,0.544,1.0,1.0,0.99,0.056
INDB,194,0.455,1.0,0.886,0.869,0.106
INDY,194,0.151,1.0,0.734,0.709,0.183
INFI,194,0.291,1.0,0.645,0.646,0.153
INFN,194,0.544,1.0,1.0,0.991,0.056
INFR,170,0.012,0.405,0.043,0.054,0.046
INGN,194,0.518,1.0,0.987,0.978,0.059
INMB,194,0.037,0.734,0.265,0.281,0.134
INMD,189,0.569,1.0,1.0,0.987,0.055
INNT,190,0.291,1.0,0.67,0.673,0.158
INO,194,0.544,1.0,1.0,0.986,0.056
INOD,194,0.025,0.721,0.151,0.171,0.099
INOV,194,0.506,1.0,1.0,0.98,0.059
INPX,194,0.556,1.0,1.0,0.981,0.048
INSE,194,0.012,1.0,0.177,0.246,0.226
INSG,194,0.556,1.0,1.0,0.99,0.054
INSM,194,0.544,1.0,1.0,0.99,0.056
INSU,54,0.012,0.316,0.025,0.049,0.059
INSUU,79,0.012,0.088,0.012,0.021,0.015
INSUW,21,0.012,0.075,0.012,0.022,0.016
INTC,194,0.594,1.0,1.0,0.992,0.047
INTG,145,0.012,0.151,0.037,0.041,0.031
INTL,194,0.24,0.974,0.702,0.701,0.139
INTU,194,0.582,1.0,1.0,0.991,0.053
INVA,194,0.544,1.0,1.0,0.988,0.056
INVE,194,0.126,0.936,0.341,0.381,0.152
INWK,194,0.291,1.0,0.797,0.789,0.135
IONS,194,0.544,1.0,1.0,0.991,0.055
IOSP,194,0.291,1.0,0.835,0.818,0.106
IOTS,194,0.531,1.0,0.987,0.974,0.059
IOVA,194,0.544,1.0,1.0,0.99,0.056
IPAR,194,0.329,1.0,0.797,0.781,0.126
IPDN,69,0.012,0.506,0.05,0.079,0.088
IPGP,194,0.556,1.0,1.0,0.988,0.047
IPHA,140,0.012,0.987,0.189,0.234,0.189
IPHS,127,0.43,1.0,0.898,0.848,0.139
IPIC,9,0.43,0.822,0.658,0.643,0.155
IPKW,194,0.025,0.759,0.291,0.313,0.142
IPLDP,194,0.025,0.721,0.151,0.179,0.119
IPWR,194,0.05,1.0,0.354,0.375,0.208
IQ,194,0.62,1.0,1.0,0.993,0.041
IRBT,194,0.556,1.0,1.0,0.993,0.045
IRCP,176,0.012,0.531,0.075,0.093,0.074
IRDM,194,0.544,1.0,1.0,0.991,0.048
IRIX,194,0.025,1.0,0.265,0.323,0.194
IRMD,194,0.329,0.898,0.632,0.62,0.134
IROQ,132,0.012,0.177,0.025,0.036,0.026
IRTC,194,0.468,1.0,0.987,0.969,0.058
IRWD,194,0.544,1.0,1.0,0.992,0.048
ISBC,194,0.544,1.0,1.0,0.992,0.048
ISCA,22,0.582,1.0,0.835,0.822,0.115
ISDS,73,0.012,0.873,0.012,0.034,0.1
ISDX,194,0.025,0.734,0.101,0.14,0.119
ISEE,194,0.215,1.0,0.962,0.821,0.247
ISEM,193,0.012,0.354,0.037,0.053,0.046
ISHG,177,0.012,0.215,0.037,0.047,0.035
ISIG,193,0.012,0.67,0.101,0.122,0.1
ISNS,184,0.012,0.556,0.075,0.094,0.08
ISRG,194,0.518,1.0,1.0,0.991,0.048
ISRL,15,0.012,0.113,0.012,0.032,0.034
ISSC,194,0.037,0.784,0.227,0.257,0.165
ISTB,194,0.518,1.0,0.974,0.958,0.055
ISTR,194,0.012,0.569,0.24,0.251,0.123
ITCI,194,0.582,1.0,1.0,0.992,0.035
ITI,194,0.455,1.0,0.835,0.818,0.118
ITIC,194,0.012,0.481,0.164,0.17,0.094
ITMR,172,0.012,1.0,0.113,0.201,0.211
ITRI,194,0.43,1.0,0.987,0.97,0.058
ITRM,194,0.012,1.0,0.329,0.361,0.237
ITRN,194,0.329,0.987,0.67,0.668,0.149
IUS,194,0.025,0.772,0.126,0.16,0.119
IUSB,194,0.455,1.0,0.949,0.936,0.065
IUSG,194,0.531,1.0,1.0,0.989,0.049
IUSS,194,0.012,0.62,0.063,0.09,0.084
IUSV,194,0.531,1.0,0.993,0.982,0.05
IVAC,194,0.126,0.987,0.544,0.548,0.204
IXUS,194,0.544,1.0,1.0,0.991,0.048
IZEA,194,0.303,1.0,0.658,0.671,0.198
JACK,194,0.544,1.0,1.0,0.988,0.049
JAGX,194,0.455,1.0,0.841,0.834,0.124
JAKK,194,0.025,0.949,0.392,0.428,0.225
JAN,166,0.037,1.0,0.278,0.319,0.198
JASN,115,0.164,1.0,0.556,0.57,0.232
JAZZ,194,0.544,1.0,1.0,0.99,0.048
JBHT,194,0.544,1.0,1.0,0.992,0.048
JBLU,194,0.556,1.0,1.0,0.993,0.047
JBSS,194,0.24,0.987,0.772,0.761,0.125
JCOM,194,0.506,1.0,1.0,0.984,0.051
JCS,194,0.05,1.0,0.436,0.492,0.243
JCTCF,144,0.012,0.139,0.037,0.041,0.028
JD,194,0.607,1.0,1.0,0.993,0.041
JFIN,193,0.012,0.987,0.202,0.29,0.238
JFK,132,0.012,0.481,0.025,0.046,0.062
JFKKR,103,0.012,0.392,0.025,0.048,0.065
JFKKU,24,0.012,0.05,0.012,0.017,0.01
JFKKW,85,0.012,0.139,0.025,0.033,0.028
JFU,184,0.012,0.987,0.215,0.288,0.243
JG,194,0.037,1.0,0.341,0.414,0.25
JJSF,194,0.354,1.0,0.81,0.798,0.108
JKHY,194,0.518,1.0,1.0,0.988,0.049
JKI,194,0.05,0.835,0.189,0.241,0.155
JMPNL,87,0.012,0.291,0.075,0.089,0.065
JMPNZ,87,0.012,0.67,0.113,0.165,0.123
JMU,134,0.075,0.962,0.253,0.275,0.15
JNCE,194,0.417,1.0,0.962,0.893,0.14
JOBS,194,0.455,1.0,0.911,0.88,0.11
JOUT,194,0.126,0.848,0.544,0.535,0.142
JRJC,194,0.025,0.886,0.208,0.233,0.146
JRSH,182,0.012,0.696,0.063,0.091,0.1
JRVR,194,0.468,1.0,0.917,0.888,0.103
JSM,194,0.05,0.86,0.278,0.309,0.135
JSMD,194,0.025,0.62,0.202,0.224,0.11
JSML,193,0.012,0.506,0.126,0.142,0.09
JVA,194,0.025,0.822,0.265,0.289,0.121
JYNT,194,0.291,1.0,0.822,0.806,0.126
KALA,194,0.481,1.0,0.987,0.965,0.064
KALU,194,0.253,1.0,0.898,0.869,0.108
KALV,194,0.379,1.0,0.848,0.822,0.117
KBAL,194,0.329,1.0,0.86,0.853,0.095
KBLM,44,0.012,0.075,0.018,0.025,0.017
KBLMR,86,0.012,0.822,0.037,0.077,0.123
KBLMU,6,0.012,0.012,0.012,0.011,0.0
KBLMW,90,0.012,0.113,0.025,0.026,0.02
KBSF,192,0.012,0.974,0.177,0.218,0.165
KBWB,194,0.392,1.0,0.974,0.947,0.08
KBWD,194,0.291,0.974,0.626,0.654,0.159
KBWP,194,0.063,0.974,0.227,0.256,0.131
KBWR,194,0.012,0.506,0.101,0.112,0.073
KBWY,194,0.24,0.949,0.607,0.612,0.139
KCAPL,185,0.012,0.43,0.063,0.086,0.078
KE,194,0.316,0.974,0.67,0.666,0.15
KELYA,194,0.291,1.0,0.949,0.916,0.088
KELYB,37,0.012,0.113,0.012,0.021,0.02
KEQU,190,0.012,0.772,0.101,0.128,0.103
KERN,194,0.253,1.0,0.708,0.686,0.178
KERNW,193,0.012,0.962,0.151,0.2,0.16
KFFB,163,0.012,0.43,0.037,0.054,0.054
KFRC,194,0.455,1.0,0.904,0.876,0.101
KGJI,194,0.05,0.835,0.227,0.267,0.161
KHC,194,0.569,1.0,1.0,0.993,0.045
KIDS,194,0.367,1.0,0.759,0.743,0.133
KIN,194,0.341,1.0,0.835,0.807,0.122
KINS,194,0.088,0.936,0.417,0.427,0.157
KIRK,194,0.544,1.0,0.962,0.938,0.078
KLAC,194,0.569,1.0,1.0,0.993,0.045
KLDO,194,0.202,1.0,0.734,0.706,0.184
KLIC,194,0.518,1.0,0.987,0.979,0.052
KLXE,194,0.544,1.0,0.974,0.956,0.06
KMDA,194,0.05,0.949,0.423,0.434,0.195
KMPH,194,0.341,1.0,0.873,0.815,0.169
KNDI,194,0.379,1.0,0.86,0.841,0.114
KNSA,194,0.215,1.0,0.86,0.803,0.183
KNSL,194,0.455,1.0,0.924,0.905,0.086
KOD,194,0.392,1.0,0.974,0.919,0.132
KOOL,22,0.063,0.443,0.196,0.223,0.103
KOPN,194,0.405,1.0,0.898,0.862,0.127
KOSS,193,0.012,0.949,0.088,0.138,0.149
KPTI,194,0.544,1.0,1.0,0.994,0.039
KRKR,124,0.037,0.86,0.189,0.223,0.146
KRMA,194,0.05,0.911,0.189,0.222,0.126
KRMD,135,0.101,1.0,0.924,0.823,0.221
KRNT,194,0.468,1.0,0.974,0.943,0.074
KRNY,194,0.468,1.0,0.974,0.962,0.06
KROS,21,0.443,0.86,0.658,0.673,0.103
KRTX,194,0.329,1.0,0.911,0.838,0.172
KRUS,194,0.265,1.0,0.708,0.692,0.178
KRYS,194,0.367,1.0,0.886,0.854,0.107
KTCC,194,0.012,0.797,0.151,0.187,0.144
KTOS,194,0.556,1.0,1.0,0.991,0.051
KTOV,194,0.126,1.0,0.43,0.526,0.275
KTOVW,135,0.012,0.569,0.037,0.057,0.072
KURA,194,0.468,1.0,0.974,0.946,0.07
KVHI,194,0.126,0.987,0.443,0.447,0.149
KXIN,191,0.012,0.886,0.151,0.214,0.18
KZIA,178,0.012,1.0,0.139,0.184,0.168
KZR,194,0.316,1.0,0.79,0.751,0.181
LACQ,120,0.012,0.81,0.037,0.065,0.107
LACQU,34,0.012,0.088,0.012,0.021,0.016
LACQW,97,0.012,0.189,0.025,0.038,0.037
LAKE,194,0.05,1.0,0.271,0.514,0.391
LAMR,194,0.506,1.0,1.0,0.978,0.056
LANC,194,0.367,1.0,0.898,0.877,0.1
LAND,194,0.392,1.0,0.86,0.841,0.105
LANDP,181,0.012,0.367,0.063,0.085,0.065
LARK,181,0.012,0.316,0.075,0.091,0.061
LASR,194,0.493,1.0,0.962,0.944,0.069
LATN,59,0.012,0.67,0.037,0.092,0.131
LATNU,82,0.012,0.417,0.037,0.049,0.053
LATNW,51,0.012,0.139,0.012,0.027,0.026
LAUR,194,0.544,1.0,1.0,0.992,0.049
LAWS,194,0.075,0.797,0.284,0.303,0.127
LAZY,172,0.012,0.544,0.075,0.098,0.079
LBAI,194,0.493,1.0,0.873,0.86,0.094
LBC,194,0.025,0.949,0.449,0.496,0.217
LBRDA,194,0.392,1.0,0.81,0.792,0.131
LBRDK,194,0.544,1.0,1.0,0.989,0.048
LBTYA,194,0.544,1.0,1.0,0.992,0.048
LBTYB,63,0.012,0.835,0.012,0.057,0.129
LBTYK,194,0.544,1.0,1.0,0.993,0.048
LCA,131,0.012,0.962,0.037,0.069,0.122
LCAHU,104,0.012,0.291,0.025,0.042,0.049
LCAHW,70,0.012,0.67,0.012,0.044,0.097
LCNB,194,0.037,0.645,0.265,0.28,0.135
LCUT,194,0.063,0.911,0.291,0.304,0.143
LDEM,47,0.012,0.316,0.025,0.051,0.052
LDRI,93,0.012,0.215,0.025,0.029,0.031
LDSF,194,0.037,0.734,0.227,0.244,0.133
LE,194,0.506,1.0,0.974,0.952,0.064
LECO,194,0.506,1.0,0.993,0.978,0.054
LEDS,194,0.037,1.0,0.253,0.311,0.184
LEGH,194,0.025,0.873,0.367,0.377,0.172
LEGR,193,0.012,0.291,0.063,0.079,0.049
LEVL,193,0.012,0.658,0.113,0.152,0.126
LFAC,109,0.012,0.392,0.025,0.041,0.053
LFACU,29,0.012,0.126,0.012,0.024,0.023
LFACW,102,0.012,0.569,0.025,0.04,0.072
LFUS,194,0.316,1.0,0.911,0.888,0.1
LFVN,194,0.341,1.0,0.772,0.741,0.136
LGIH,194,0.481,1.0,0.987,0.97,0.06
LGND,194,0.493,1.0,1.0,0.982,0.056
LHCG,194,0.481,1.0,0.962,0.948,0.065
LIFE,194,0.075,1.0,0.468,0.509,0.242
LILA,194,0.468,1.0,0.968,0.941,0.075
LILAK,194,0.544,1.0,1.0,0.988,0.049
LINC,192,0.012,0.569,0.151,0.183,0.117
LIND,194,0.455,1.0,0.911,0.883,0.106
LIQT,194,0.518,1.0,0.886,0.86,0.109
LITE,194,0.544,1.0,1.0,0.993,0.048
LIVE,192,0.012,0.392,0.113,0.129,0.078
LIVK,25,0.012,0.063,0.012,0.02,0.015
LIVKU,57,0.012,0.468,0.025,0.044,0.066
LIVKW,36,0.012,0.24,0.025,0.038,0.045
LIVN,194,0.544,1.0,1.0,0.983,0.049
LIVX,194,0.278,1.0,0.778,0.76,0.154
LIZI,77,0.101,0.949,0.443,0.463,0.218
LJPC,194,0.569,1.0,1.0,0.976,0.051
LK,147,0.012,1.0,1.0,0.988,0.087
LKCO,194,0.278,1.0,0.848,0.773,0.199
LKFN,194,0.341,1.0,0.765,0.754,0.148
LKOR,20,0.012,0.139,0.037,0.046,0.034
LKQ,194,0.544,1.0,1.0,0.993,0.048
LLIT,170,0.012,1.0,0.316,0.483,0.428
LLNW,194,0.531,1.0,1.0,0.988,0.051
LMAT,194,0.392,1.0,0.86,0.839,0.112
LMB,194,0.025,0.974,0.392,0.414,0.194
LMBS,194,0.506,1.0,1.0,0.984,0.052
LMFA,194,0.025,0.924,0.164,0.203,0.15
LMFAW,77,0.012,0.291,0.037,0.05,0.055
